event_date,event_datetime,event_timestamp,event_origin,content_length,client_id,user_data.custom_user_parameter,session_id,session_data.custom_session_parameter,event_name,event_id,event_data.event_type,event_data.channel_grouping,event_data.source,event_data.campaign,event_data.campaign_id,event_data.campaign_term,event_data.campaign_content,event_data.page_id,event_data.page_title,event_data.page_hostname_protocol,event_data.page_hostname,event_data.page_location,event_data.page_fragment,event_data.page_query,event_data.page_extension,event_data.page_referrer,event_data.page_language,event_data.page_status_code,event_data.cs_container_id,event_data.user_agent,event_data.browser_name,event_data.browser_language,event_data.browser_version,event_data.device_type,event_data.device_vendor,event_data.device_model,event_data.os_name,event_data.os_version,event_data.screen_size,event_data.viewport_size,event_data.country,event_data.city,event_data.ss_hostname,event_data.ss_container_id,consent_data.respect_consent_mode,consent_data.consent_type,consent_data.ad_user_data,consent_data.ad_personalization,consent_data.ad_storage,consent_data.analytics_storage,consent_data.functionality_storage,consent_data.personalization_storage,consent_data.security_storage
2025-06-12,2025-06-12T13:26:05.138000,1749734765138,Website,1395,bm0nQaxTjBSf5Ag,abcd,bm0nQaxTjBSf5Ag_sJ3UilMZloKTSEb,2025-06-12,page_view,bm0nQaxTjBSf5Ag_sJ3UilMZloKTSEb-zN0WfbrVyWS5zYN_LHBTER67z2lV3Ac,page_view,direct,direct,null,null,null,null,bm0nQaxTjBSf5Ag_sJ3UilMZloKTSEb-zN0WfbrVyWS5zYN,Tommaso Moretti | Freelance digital data analyst,https,tommasomoretti.com,/,null,null,null,null,it,200,GTM-PW7349P,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Safari/537.36",Chrome,it-IT,137.0.0.0,desktop,Apple,Macintosh,Mac OS,10.15.7,1920x1080,1920x934,IT,venice,gtm.tommasomoretti.com,GTM-KQG9ZNG,Yes,Update,Denied,Denied,Denied,Granted,Denied,Denied,Denied
